"","estimate","estimate1","estimate2","statistic","p.value","parameter","conf.low","conf.high","method","alternative"
"1",-135.251851851852,115.881481481481,251.133333333333,-8.87677425814727,8.64312781241275e-13,59.4156988428775,-Inf,-109.79291842502,"Welch Two Sample t-test","less"
